LAMMPS data file via write_data, version 3 Aug 2022, timestep = 1

4200 atoms
3 atom types

0 48 xlo xhi
0 48 ylo yhi
0 48 zlo zhi

Masses

1 15.9994
2 1.008
3 12.011

Atoms # full

1 1 3 0 4.917860920938614 9.909771246171598 16.64153713007865 0 0 0
2 1 1 0 5.458325153371951 10.881410186002054 17.13629761162239 0 0 0
3 1 1 0 3.682476163387547 9.968195931794064 16.072628710614318 0 0 0
4 1 2 0 3.3963819570363936 10.899879107850294 16.167260165779705 0 0 0
5 1 3 0 5.479549651095581 8.521103455842002 16.564358871768597 0 0 0
6 1 2 0 6.464968259802189 8.506062060651605 17.025936998082223 0 0 0
7 1 2 0 4.812417603438204 7.8247052536439154 17.07669179694787 0 0 0
8 1 2 0 5.547330078120649 8.208466079352778 15.520239943775605 0 0 0
9 2 3 0 18.24993302160655 26.667421266184128 0.8278102721182922 0 0 0
10 2 1 0 18.35993817985296 25.996674544075955 1.8372504387316106 0 0 0
11 2 1 0 18.62936833768244 27.973548334263697 0.7703067438677557 0 0 0
12 2 2 0 18.97136394613488 28.184565563554177 1.6632509081369744 0 0 0
13 2 3 0 17.700415485296624 26.209251196057508 47.509493311304986 0 0 -1
14 2 2 0 17.406490215998865 25.164260236489962 47.58651457548621 0 0 -1
15 2 2 0 16.840370983018268 26.82370962224453 47.235112284541934 0 0 -1
16 2 2 0 18.457420076278982 26.33180156714274 46.732031989413336 0 0 -1
17 3 3 0 29.366919532825136 33.88621075306482 13.130745348556013 0 0 0
18 3 1 0 29.583948586701855 35.06385090416519 12.913872541773642 0 0 0
19 3 1 0 28.10866306978686 33.368428794192525 13.174770899157673 0 0 0
20 3 2 0 27.510262134961927 34.12424359132176 13.003018573404013 0 0 0
21 3 3 0 30.394464684269426 32.82246917376384 13.380652849943207 0 0 0
22 3 2 0 31.387573628734394 33.26558702325713 13.339280872351432 0 0 0
23 3 2 0 30.224494218056986 32.36849375523825 14.359191051164313 0 0 0
